,Date,MinTemp,MaxTemp,Rainfall
0,2008-12-01,13.4,22.9,0.6
1,2008-12-02,7.4,25.1,0.0
2,2008-12-03,12.9,25.7,0.0
3,2008-12-04,9.2,28.0,0.0
4,2008-12-05,17.5,32.3,1.0
5,2008-12-06,14.6,29.7,0.2
6,2008-12-07,14.3,25.0,0.0
7,2008-12-08,7.7,26.7,0.0
8,2008-12-09,9.7,31.9,0.0
9,2008-12-10,13.1,30.1,1.4
10,2008-12-11,13.4,30.4,0.0
11,2008-12-12,15.9,21.7,2.2
12,2008-12-13,15.9,18.6,15.6
13,2008-12-14,12.6,21.0,3.6
14,2008-12-15,8.4,24.6,0.0
15,2008-12-16,9.8,27.7,
16,2008-12-17,14.1,20.9,0.0
17,2008-12-18,13.5,22.9,16.8
18,2008-12-19,11.2,22.5,10.6
19,2008-12-20,9.8,25.6,0.0
20,2008-12-21,11.5,29.3,0.0
21,2008-12-22,17.1,33.0,0.0
22,2008-12-23,20.5,31.8,0.0
23,2008-12-24,15.3,30.9,0.0
24,2008-12-25,12.6,32.4,0.0
25,2008-12-26,16.2,33.9,0.0
26,2008-12-27,16.9,33.0,0.0
27,2008-12-28,20.1,32.7,0.0
28,2008-12-29,19.7,27.2,0.0
29,2008-12-30,12.5,24.2,1.2
30,2008-12-31,12.0,24.4,0.8
31,2009-01-01,11.3,26.5,0.0
32,2009-01-02,9.6,23.9,0.0
33,2009-01-03,10.5,28.8,0.0
34,2009-01-04,12.3,34.6,0.0
35,2009-01-05,12.9,35.8,0.0
36,2009-01-06,13.7,37.9,0.0
37,2009-01-07,16.1,38.9,0.0
38,2009-01-08,14.0,28.3,0.0
39,2009-01-09,12.5,28.4,0.0
40,2009-01-10,17.0,30.8,0.0
41,2009-01-11,16.9,32.0,0.0
42,2009-01-12,17.3,34.7,0.0
43,2009-01-13,17.2,37.7,0.0
44,2009-01-14,17.4,43.0,0.0
45,2009-01-15,19.8,32.7,0.0
46,2009-01-16,14.9,26.7,0.0
47,2009-01-17,10.5,28.4,0.0
48,2009-01-18,11.3,32.2,0.0
49,2009-01-19,13.9,36.6,0.0
50,2009-01-20,18.6,39.9,0.0
51,2009-01-21,19.3,38.1,0.8
52,2009-01-22,24.4,34.0,0.6
53,2009-01-23,18.8,35.2,6.4
54,2009-01-24,20.8,30.6,0.0
55,2009-01-25,14.0,34.3,0.0
56,2009-01-26,15.7,38.4,0.0
57,2009-01-27,18.5,38.2,0.0
58,2009-01-28,20.4,40.7,0.0
59,2009-01-29,21.8,41.5,0.0
60,2009-01-30,22.3,42.9,0.0
61,2009-01-31,22.0,42.7,0.0
62,2009-02-01,28.0,43.1,0.0
63,2009-02-02,24.4,38.3,0.2
64,2009-02-03,21.5,37.7,0.0
65,2009-02-04,21.7,36.9,0.0
66,2009-02-05,21.5,41.2,0.0
67,2009-02-06,23.5,42.2,0.0
68,2009-02-07,22.3,44.8,0.0
69,2009-02-08,28.3,40.2,0.0
70,2009-02-09,18.4,31.2,0.4
71,2009-02-10,14.9,27.3,0.0
72,2009-02-11,13.5,26.7,0.0
73,2009-02-12,16.1,21.6,0.0
74,2009-02-13,14.6,29.0,3.0
75,2009-02-14,12.4,29.2,0.0
76,2009-02-15,13.3,31.3,0.0
77,2009-02-16,17.2,31.1,0.0
78,2009-02-17,12.5,28.8,0.0
79,2009-02-18,18.0,32.0,0.0
80,2009-02-19,16.2,34.0,0.0
81,2009-02-20,18.7,29.1,0.0
82,2009-02-21,13.7,31.7,0.0
83,2009-02-22,15.5,33.2,0.0
84,2009-02-23,14.3,34.0,0.0
85,2009-02-24,12.9,29.6,0.0
86,2009-02-25,8.9,31.9,0.0
87,2009-02-26,15.0,32.7,0.0
88,2009-02-27,15.4,32.6,0.0
89,2009-02-28,16.0,34.5,0.0
90,2009-03-01,12.8,30.3,0.0
91,2009-03-02,13.2,31.9,0.0
92,2009-03-03,18.0,31.1,0.0
93,2009-03-04,13.8,22.1,0.2
94,2009-03-05,11.5,22.0,0.0
95,2009-03-06,7.6,24.0,0.0
96,2009-03-07,8.3,27.9,0.0
97,2009-03-08,11.0,30.2,0.0
98,2009-03-09,13.8,31.8,0.0
99,2009-03-10,15.5,32.0,0.0
100,2009-03-11,18.4,30.5,1.2
101,2009-03-12,20.9,25.7,0.0
102,2009-03-13,17.1,25.8,5.8
103,2009-03-14,16.4,27.0,3.0
104,2009-03-15,10.0,19.7,11.6
105,2009-03-16,8.8,21.9,0.0
106,2009-03-17,8.4,25.3,0.0
107,2009-03-18,9.3,28.0,0.0
108,2009-03-19,11.3,30.1,0.0
109,2009-03-20,11.5,33.5,0.0
110,2009-03-21,13.8,33.6,0.0
111,2009-03-22,14.6,30.0,0.0
112,2009-03-23,14.4,31.6,0.0
113,2009-03-24,10.8,31.9,0.0
114,2009-03-25,15.4,22.3,0.4
115,2009-03-26,13.3,29.8,1.8
116,2009-03-27,10.1,27.6,0.0
117,2009-03-28,9.1,28.9,0.0
118,2009-03-29,10.4,31.2,0.0
119,2009-03-30,13.4,30.4,0.0
120,2009-03-31,12.3,29.9,0.0
121,2009-04-01,12.2,30.6,0.0
122,2009-04-02,14.3,32.1,0.0
123,2009-04-03,18.4,28.1,8.6
124,2009-04-04,10.7,21.4,12.6
125,2009-04-05,7.8,21.7,0.0
126,2009-04-06,8.1,21.4,0.0
127,2009-04-07,7.5,22.5,0.0
128,2009-04-08,8.2,24.0,0.0
129,2009-04-09,8.1,25.7,0.0
130,2009-04-10,11.6,26.7,0.0
131,2009-04-11,13.0,24.9,8.4
132,2009-04-12,13.5,24.2,6.2
133,2009-04-13,9.9,25.4,0.0
134,2009-04-14,12.2,25.0,0.0
135,2009-04-15,10.7,21.9,0.0
136,2009-04-16,3.5,20.0,0.0
137,2009-04-17,6.6,21.6,0.0
138,2009-04-18,7.0,23.4,0.0
139,2009-04-19,11.2,23.9,0.0
140,2009-04-20,7.4,22.0,0.0
141,2009-04-21,5.7,21.4,0.0
142,2009-04-22,6.2,22.7,0.0
143,2009-04-23,6.0,22.9,0.0
144,2009-04-24,10.6,16.2,0.0
145,2009-04-25,12.9,15.8,20.0
146,2009-04-26,8.6,12.9,21.0
147,2009-04-27,4.5,11.5,3.2
148,2009-04-28,7.6,14.5,4.8
149,2009-04-29,5.4,12.2,0.0
150,2009-04-30,2.1,16.5,0.0
151,2009-05-01,1.8,17.0,0.0
152,2009-05-02,7.2,19.2,0.0
153,2009-05-03,4.6,18.9,0.0
154,2009-05-04,4.2,19.1,0.0
155,2009-05-05,5.2,18.8,0.0
156,2009-05-06,4.1,19.3,0.0
157,2009-05-07,3.2,18.4,0.0
158,2009-05-08,4.3,19.0,0.0
159,2009-05-09,3.7,20.5,0.0
160,2009-05-10,5.4,19.5,0.0
161,2009-05-11,4.3,17.7,0.0
162,2009-05-12,3.6,18.5,0.0
163,2009-05-13,3.6,15.1,0.0
164,2009-05-14,6.9,16.3,0.0
165,2009-05-15,10.3,16.6,0.0
166,2009-05-16,12.4,16.4,1.8
167,2009-05-17,3.0,15.6,0.0
168,2009-05-18,2.6,19.7,0.0
169,2009-05-19,3.7,19.1,0.0
170,2009-05-20,5.1,18.6,0.0
171,2009-05-21,4.4,19.8,0.0
172,2009-05-22,4.7,19.8,0.0
173,2009-05-23,6.2,22.9,0.0
174,2009-05-24,6.7,21.1,0.0
175,2009-05-25,9.3,20.3,0.0
176,2009-05-26,11.6,18.1,4.2
177,2009-05-27,8.0,16.2,0.8
178,2009-05-28,2.6,15.7,0.0
179,2009-05-29,2.2,16.5,0.0
180,2009-05-30,2.2,16.8,0.0
181,2009-05-31,1.7,17.1,0.0
182,2009-06-01,8.0,14.3,1.2
183,2009-06-02,8.4,13.4,1.4
184,2009-06-03,10.6,14.3,4.8
185,2009-06-04,8.9,17.4,8.0
186,2009-06-05,2.8,16.1,0.0
187,2009-06-06,1.7,10.5,0.2
188,2009-06-07,4.7,11.6,14.4
189,2009-06-08,9.0,12.0,4.6
190,2009-06-09,6.3,8.8,2.0
191,2009-06-10,3.0,10.5,5.6
192,2009-06-11,-2.0,9.6,0.0
193,2009-06-12,-1.3,8.2,0.0
194,2009-06-13,1.8,12.4,0.0
195,2009-06-14,2.0,15.8,0.0
196,2009-06-15,0.5,14.9,0.4
197,2009-06-16,1.2,17.7,0.0
198,2009-06-17,0.6,15.9,0.0
199,2009-06-18,0.5,14.7,0.0
200,2009-06-19,0.5,15.3,0.0
201,2009-06-20,0.9,17.3,0.0
202,2009-06-21,7.0,17.0,1.6
203,2009-06-22,5.0,14.9,5.6
204,2009-06-23,3.9,15.5,0.0
205,2009-06-24,7.7,14.1,6.0
206,2009-06-25,4.7,12.2,0.0
207,2009-06-26,6.9,13.7,4.4
208,2009-06-27,8.4,11.9,0.0
209,2009-06-28,9.3,12.3,5.4
210,2009-06-29,8.2,15.7,3.6
211,2009-06-30,9.1,16.1,2.0
212,2009-07-01,8.3,13.3,8.4
213,2009-07-02,8.8,11.6,5.0
214,2009-07-03,7.6,12.0,7.8
215,2009-07-04,5.7,13.2,0.0
216,2009-07-05,3.4,12.4,0.0
217,2009-07-06,0.0,12.1,0.0
218,2009-07-07,-1.5,12.5,0.0
219,2009-07-08,-1.7,13.8,0.0
220,2009-07-09,-0.4,15.0,0.2
221,2009-07-10,0.1,13.5,0.0
222,2009-07-11,4.8,13.3,0.6
223,2009-07-12,8.1,16.5,0.6
224,2009-07-13,5.9,13.1,1.0
225,2009-07-14,6.9,11.0,6.8
226,2009-07-15,2.9,12.6,1.8
227,2009-07-16,-0.6,13.4,0.0
228,2009-07-17,-0.3,14.4,0.2
229,2009-07-18,-1.0,12.0,0.0
230,2009-07-19,3.2,14.1,0.6
231,2009-07-20,3.6,16.5,0.2
232,2009-07-21,0.8,17.7,0.0
233,2009-07-22,6.6,12.3,0.0
234,2009-07-23,6.0,13.5,9.8
235,2009-07-24,-0.1,12.9,0.0
236,2009-07-25,-0.3,12.2,0.0
237,2009-07-26,2.1,9.8,0.0
238,2009-07-27,1.3,8.8,0.0
239,2009-07-28,4.2,12.7,3.8
240,2009-07-29,8.3,13.2,2.4
241,2009-07-30,3.3,12.1,0.2
242,2009-07-31,6.5,14.5,5.2
243,2009-08-01,7.4,13.9,0.2
244,2009-08-02,7.5,14.1,0.8
245,2009-08-03,8.3,13.8,0.8
246,2009-08-04,3.2,14.7,0.0
247,2009-08-05,5.7,13.8,5.4
248,2009-08-06,5.1,17.1,0.4
249,2009-08-07,8.0,13.9,0.8
250,2009-08-08,-0.8,12.9,4.2
251,2009-08-09,-1.0,12.2,0.0
252,2009-08-10,1.9,14.8,0.2
253,2009-08-11,5.9,17.7,0.4
254,2009-08-12,6.9,14.3,4.8
255,2009-08-13,7.7,11.6,0.2
256,2009-08-14,6.8,15.2,1.2
257,2009-08-15,2.7,17.5,0.2
258,2009-08-16,5.1,15.5,1.6
259,2009-08-17,4.2,13.6,3.2
260,2009-08-18,0.6,15.6,0.0
261,2009-08-19,1.6,16.4,0.0
262,2009-08-20,5.5,18.4,0.0
263,2009-08-21,7.3,14.8,1.0
264,2009-08-22,0.2,14.1,6.6
265,2009-08-23,5.8,18.9,3.8
266,2009-08-24,8.9,17.1,1.2
267,2009-08-25,7.1,12.8,2.0
268,2009-08-26,4.2,14.4,3.6
269,2009-08-27,1.1,16.7,0.4
270,2009-08-28,1.1,18.6,0.0
271,2009-08-29,7.2,17.9,4.2
272,2009-08-30,6.3,11.1,13.4
273,2009-08-31,6.7,14.2,1.4
274,2009-09-01,5.1,14.2,3.0
275,2009-09-02,1.0,16.8,0.0
276,2009-09-03,6.1,20.7,0.0
277,2009-09-04,6.3,16.9,1.4
278,2009-09-05,2.1,15.0,0.0
279,2009-09-06,1.6,16.6,0.0
280,2009-09-07,8.3,17.6,0.0
281,2009-09-08,5.7,16.5,0.0
282,2009-09-09,7.5,14.3,0.0
283,2009-09-10,2.6,,0.0
284,2009-09-11,,18.8,
285,2009-09-12,6.5,24.7,0.0
286,2009-09-13,13.2,25.1,0.0
287,2009-09-14,4.3,17.8,0.0
288,2009-09-15,1.6,17.2,0.0
289,2009-09-16,2.8,21.1,0.0
290,2009-09-17,6.3,19.0,0.0
291,2009-09-18,7.4,20.4,10.2
292,2009-09-19,5.4,20.6,0.0
293,2009-09-20,8.0,18.9,0.4
294,2009-09-21,3.7,19.0,0.2
295,2009-09-22,11.5,20.2,8.4
296,2009-09-23,9.3,16.8,28.8
297,2009-09-24,8.2,18.2,1.4
298,2009-09-25,5.3,20.6,0.0
299,2009-09-26,6.8,12.2,6.0
300,2009-09-27,4.5,12.9,1.6
301,2009-09-28,5.5,17.9,0.0
302,2009-09-29,1.7,17.0,0.0
303,2009-09-30,4.0,21.4,0.0
304,2009-10-01,8.9,21.1,0.0
305,2009-10-02,11.7,22.0,0.0
306,2009-10-03,8.5,13.5,3.2
307,2009-10-04,9.6,16.2,1.8
308,2009-10-05,8.3,19.7,0.2
309,2009-10-06,5.2,16.2,0.0
310,2009-10-07,3.8,15.9,3.6
311,2009-10-08,1.2,16.3,0.0
312,2009-10-09,3.2,18.2,0.0
313,2009-10-10,4.6,19.0,0.0
314,2009-10-11,6.4,18.7,0.0
315,2009-10-12,5.8,23.3,0.0
316,2009-10-13,6.6,17.7,2.0
317,2009-10-14,9.5,15.1,7.0
318,2009-10-15,9.7,15.7,1.4
319,2009-10-16,4.1,16.6,6.8
320,2009-10-17,4.6,19.2,0.0
321,2009-10-18,5.1,20.3,0.0
322,2009-10-19,5.1,22.7,0.0
323,2009-10-20,6.9,26.6,0.0
324,2009-10-21,8.8,27.1,0.0
325,2009-10-22,9.1,27.1,0.0
326,2009-10-23,8.1,23.9,0.0
327,2009-10-24,7.4,25.4,0.0
328,2009-10-25,10.6,23.1,0.0
329,2009-10-26,10.8,22.0,0.0
330,2009-10-27,5.9,24.1,0.0
331,2009-10-28,11.3,26.8,0.0
332,2009-10-29,14.5,26.9,0.0
333,2009-10-30,13.7,29.1,0.0
334,2009-10-31,15.6,30.8,0.0
335,2009-11-01,17.8,34.0,0.0
336,2009-11-02,18.7,32.4,0.0
337,2009-11-03,18.7,24.3,0.0
338,2009-11-04,10.0,23.2,0.0
339,2009-11-05,6.6,25.3,0.0
340,2009-11-06,10.8,27.9,0.0
341,2009-11-07,11.3,29.8,0.0
342,2009-11-08,13.5,31.8,0.0
343,2009-11-09,15.4,33.4,0.0
344,2009-11-10,15.9,35.2,0.0
345,2009-11-11,17.1,36.0,0.0
346,2009-11-12,16.7,35.1,0.0
347,2009-11-13,18.1,32.8,0.0
348,2009-11-14,13.4,35.4,0.0
349,2009-11-15,17.2,36.3,0.0
350,2009-11-16,15.3,35.1,0.0
351,2009-11-17,12.1,30.5,0.0
352,2009-11-18,11.4,33.5,0.0
353,2009-11-19,18.6,39.7,0.0
354,2009-11-20,15.3,38.2,0.0
355,2009-11-21,19.3,21.0,10.6
356,2009-11-22,18.3,28.3,25.8
357,2009-11-23,11.9,23.6,0.4
358,2009-11-24,12.8,25.8,0.0
359,2009-11-25,17.2,32.9,0.0
360,2009-11-26,21.0,34.5,0.0
361,2009-11-27,15.9,26.2,10.2
362,2009-11-28,17.1,26.4,0.0
363,2009-11-29,12.8,22.3,9.4
364,2009-11-30,13.2,23.9,2.4
365,2009-12-01,12.3,23.6,0.0
366,2009-12-02,10.6,27.0,0.0
367,2009-12-03,11.4,31.5,0.0
368,2009-12-04,12.3,27.5,0.0
369,2009-12-05,10.7,26.7,0.0
370,2009-12-06,11.1,30.7,0.0
371,2009-12-07,13.4,31.9,0.0
372,2009-12-08,18.2,24.9,0.0
373,2009-12-09,9.2,25.4,1.2
374,2009-12-10,14.2,27.4,0.0
375,2009-12-11,9.2,22.6,1.0
376,2009-12-12,9.0,26.5,0.0
377,2009-12-13,11.8,29.6,0.0
378,2009-12-14,13.6,32.0,0.0
379,2009-12-15,13.1,34.7,0.0
380,2009-12-16,14.6,38.6,0.0
381,2009-12-17,14.5,40.3,0.0
382,2009-12-18,12.2,26.4,3.0
383,2009-12-19,11.1,29.2,0.0
384,2009-12-20,12.0,31.3,0.0
385,2009-12-21,12.7,33.7,0.0
386,2009-12-22,15.1,36.6,0.0
387,2009-12-23,18.1,38.2,0.0
388,2009-12-24,22.9,34.6,0.0
389,2009-12-25,18.8,28.3,9.8
390,2009-12-26,17.1,31.3,0.0
391,2009-12-27,17.6,27.3,0.0
392,2009-12-28,17.8,35.9,0.0
393,2009-12-29,18.7,35.9,0.0
394,2009-12-30,19.8,36.8,0.0
395,2009-12-31,21.1,33.2,0.0
396,2010-01-01,19.4,31.9,5.0
397,2010-01-02,18.6,29.1,12.4
398,2010-01-03,12.2,29.7,0.0
399,2010-01-04,14.8,32.8,0.0
400,2010-01-05,15.0,35.8,0.0
401,2010-01-06,16.3,33.8,0.0
402,2010-01-07,15.0,33.0,0.0
403,2010-01-08,17.4,36.4,0.0
404,2010-01-09,19.6,39.8,0.0
405,2010-01-10,20.6,42.2,0.0
406,2010-01-11,21.0,42.2,0.0
407,2010-01-12,24.5,42.4,0.2
408,2010-01-13,22.6,28.4,0.4
409,2010-01-14,15.7,31.7,3.0
410,2010-01-15,17.2,36.3,0.0
411,2010-01-16,21.8,36.6,0.0
412,2010-01-17,16.8,25.6,0.0
413,2010-01-18,10.5,22.6,0.0
414,2010-01-19,8.7,25.2,0.0
415,2010-01-20,11.0,32.9,0.0
416,2010-01-21,15.4,37.3,0.0
417,2010-01-22,19.2,41.8,0.0
418,2010-01-23,24.7,35.4,0.0
419,2010-01-24,14.4,33.7,0.0
420,2010-01-25,14.3,35.8,0.0
421,2010-01-26,15.1,35.9,0.0
422,2010-01-27,17.7,36.4,0.0
423,2010-01-28,15.2,34.4,0.0
424,2010-01-29,16.0,35.2,0.0
425,2010-01-30,18.9,36.5,0.0
426,2010-01-31,21.7,36.3,0.0
427,2010-02-01,21.0,38.2,0.0
428,2010-02-02,17.8,34.3,8.6
429,2010-02-03,17.9,35.6,0.0
430,2010-02-04,23.5,32.0,0.0
431,2010-02-05,19.2,26.1,52.2
432,2010-02-06,19.5,30.3,5.6
433,2010-02-07,20.3,33.9,0.0
434,2010-02-08,23.0,34.0,0.0
435,2010-02-09,22.1,35.1,0.0
436,2010-02-10,21.7,35.6,
437,2010-02-11,21.5,35.0,0.0
438,2010-02-12,22.5,29.1,
439,2010-02-13,20.8,27.1,0.0
440,2010-02-14,20.5,30.3,0.0
441,2010-02-15,17.8,26.8,0.0
442,2010-02-16,17.6,29.0,0.0
443,2010-02-17,15.5,30.6,0.0
444,2010-02-18,,31.2,
445,2010-02-19,16.4,30.3,0.0
446,2010-02-20,15.7,31.8,0.0
447,2010-02-21,19.6,34.7,0.6
448,2010-02-22,20.2,26.4,3.6
449,2010-02-23,12.5,26.1,0.2
450,2010-02-24,12.8,28.5,0.0
451,2010-02-25,15.0,31.0,0.0
452,2010-02-26,17.2,,0.0
453,2010-02-27,,26.3,
454,2010-02-28,18.2,29.3,1.4
455,2010-03-01,14.4,,0.0
456,2010-03-02,11.2,28.5,
457,2010-03-03,12.5,31.2,0.0
458,2010-03-04,15.1,,0.0
459,2010-03-05,,22.3,0.0
460,2010-03-06,18.8,30.3,20.6
461,2010-03-07,18.3,22.9,5.8
462,2010-03-08,18.1,25.5,66.0
463,2010-03-09,15.7,22.4,6.2
464,2010-03-10,8.8,,0.0
465,2010-03-11,12.3,24.4,
466,2010-03-12,10.6,25.0,0.0
467,2010-03-13,11.5,25.7,0.0
468,2010-03-14,12.2,26.3,0.0
469,2010-03-15,13.2,26.6,0.0
470,2010-03-16,12.5,28.6,0.0
471,2010-03-17,13.3,29.6,0.0
472,2010-03-18,15.1,30.4,0.0
473,2010-03-19,14.9,31.4,0.0
474,2010-03-20,16.7,31.9,0.0
475,2010-03-21,16.8,25.6,0.0
476,2010-03-22,9.1,25.3,0.0
477,2010-03-23,8.3,27.0,0.0
478,2010-03-24,10.5,28.8,0.0
479,2010-03-25,11.6,29.6,0.0
480,2010-03-26,12.6,30.0,0.0
481,2010-03-27,15.6,30.2,0.0
482,2010-03-28,17.2,28.7,0.0
483,2010-03-29,18.2,26.3,11.0
484,2010-03-30,16.5,26.9,0.4
485,2010-03-31,13.4,26.1,0.0
486,2010-04-01,11.6,25.8,0.0
487,2010-04-02,10.0,25.1,0.0
488,2010-04-03,12.4,24.8,0.0
489,2010-04-04,12.5,24.8,0.0
490,2010-04-05,10.3,25.3,0.0
491,2010-04-06,10.6,24.7,0.0
492,2010-04-07,15.7,23.4,3.0
493,2010-04-08,13.5,23.1,3.2
494,2010-04-09,10.1,21.9,0.0
495,2010-04-10,14.1,18.6,0.2
496,2010-04-11,14.2,18.7,7.0
497,2010-04-12,5.6,17.4,0.0
498,2010-04-13,4.6,19.9,0.0
499,2010-04-14,5.1,21.9,0.0
500,2010-04-15,6.1,23.5,0.0
501,2010-04-16,7.7,24.7,0.0
502,2010-04-17,8.5,25.4,0.0
503,2010-04-18,10.1,25.1,0.0
504,2010-04-19,11.2,25.9,0.0
505,2010-04-20,11.8,25.2,0.0
506,2010-04-21,12.3,27.5,0.0
507,2010-04-22,11.4,27.3,0.0
508,2010-04-23,11.3,29.0,0.0
509,2010-04-24,15.4,19.8,3.6
510,2010-04-25,10.8,18.5,17.0
511,2010-04-26,5.1,17.9,0.0
512,2010-04-27,7.1,16.1,0.0
513,2010-04-28,9.7,17.3,1.6
514,2010-04-29,10.5,17.7,0.4
515,2010-04-30,5.6,19.1,0.0
516,2010-05-01,5.9,21.1,0.2
517,2010-05-02,4.8,20.7,0.0
518,2010-05-03,6.8,23.0,0.0
519,2010-05-04,8.0,25.3,0.2
520,2010-05-05,8.9,14.5,3.0
521,2010-05-06,7.1,15.3,0.0
522,2010-05-07,5.7,17.5,0.0
523,2010-05-08,9.6,19.3,0.0
524,2010-05-09,5.7,19.5,0.0
525,2010-05-10,5.0,19.8,0.0
526,2010-05-11,3.0,15.6,0.0
527,2010-05-12,1.3,14.9,0.0
528,2010-05-13,1.0,17.1,0.0
529,2010-05-14,3.1,17.7,0.2
530,2010-05-15,2.2,18.4,0.0
531,2010-05-16,1.7,17.5,0.0
532,2010-05-17,4.5,17.0,0.0
533,2010-05-18,1.6,19.7,0.0
534,2010-05-19,1.4,18.5,0.0
535,2010-05-20,2.1,16.5,0.0
536,2010-05-21,1.7,17.9,0.0
537,2010-05-22,1.1,17.1,0.0
538,2010-05-23,0.9,18.1,0.0
539,2010-05-24,5.2,16.3,0.0
540,2010-05-25,10.2,14.9,10.4
541,2010-05-26,8.4,19.0,13.4
542,2010-05-27,5.7,16.6,0.2
543,2010-05-28,6.4,17.0,0.0
544,2010-05-29,9.4,15.0,28.0
545,2010-05-30,8.8,20.2,5.8
546,2010-05-31,10.7,19.1,0.0
547,2010-06-01,4.2,16.6,0.0
548,2010-06-02,4.3,17.7,0.0
549,2010-06-03,3.4,17.7,0.0
550,2010-06-04,3.1,18.4,0.0
551,2010-06-05,1.7,10.2,0.0
552,2010-06-06,5.0,15.8,0.0
553,2010-06-07,0.4,14.0,0.0
554,2010-06-08,3.1,12.2,0.0
555,2010-06-09,5.3,8.4,0.0
556,2010-06-10,4.9,12.9,2.4
557,2010-06-11,7.2,13.2,0.0
558,2010-06-12,0.0,13.3,0.0
559,2010-06-13,-1.0,13.1,0.0
560,2010-06-14,-2.0,13.2,0.0
561,2010-06-15,-0.3,12.8,0.0
562,2010-06-16,1.5,15.5,0.0
563,2010-06-17,7.4,16.2,11.6
564,2010-06-18,3.0,12.2,2.2
565,2010-06-19,6.9,15.2,1.8
566,2010-06-20,3.6,13.1,0.0
567,2010-06-21,5.0,12.5,0.4
568,2010-06-22,3.0,14.8,0.0
569,2010-06-23,3.5,16.5,0.0
570,2010-06-24,3.4,17.0,0.0
571,2010-06-25,7.0,16.1,0.0
572,2010-06-26,6.2,12.1,10.2
573,2010-06-27,0.6,11.9,0.2
574,2010-06-28,-0.6,8.3,0.0
575,2010-06-29,2.3,9.4,0.0
576,2010-06-30,5.1,9.8,0.2
577,2010-07-01,3.2,11.9,1.2
578,2010-07-02,0.2,10.9,0.2
579,2010-07-03,1.0,10.3,0.0
580,2010-07-04,1.5,10.8,0.0
581,2010-07-05,1.8,12.1,0.2
582,2010-07-06,2.3,13.9,5.6
583,2010-07-07,1.5,13.5,0.0
584,2010-07-08,2.1,14.8,0.4
585,2010-07-09,0.0,14.6,0.0
586,2010-07-10,1.5,16.1,0.0
587,2010-07-11,5.0,15.4,13.4
588,2010-07-12,3.5,15.3,0.2
589,2010-07-13,3.5,16.3,0.0
590,2010-07-14,6.2,10.0,21.4
591,2010-07-15,3.4,12.2,11.0
592,2010-07-16,0.6,13.1,0.0
593,2010-07-17,-0.4,11.5,0.0
594,2010-07-18,0.7,12.8,0.0
595,2010-07-19,5.0,13.5,1.6
596,2010-07-20,0.5,11.6,0.2
597,2010-07-21,0.6,12.9,0.0
598,2010-07-22,-0.5,13.8,0.0
599,2010-07-23,0.1,15.7,0.0
600,2010-07-24,1.0,14.6,0.0
601,2010-07-25,2.5,14.3,0.2
602,2010-07-26,1.9,14.9,0.2
603,2010-07-27,-1.2,15.0,0.2
604,2010-07-28,2.1,12.6,0.0
605,2010-07-29,5.8,14.8,6.2
606,2010-07-30,8.9,14.9,0.0
607,2010-07-31,7.5,12.3,2.2
608,2010-08-01,7.5,10.1,4.2
609,2010-08-02,5.4,14.7,18.6
610,2010-08-03,1.2,15.7,0.0
611,2010-08-04,1.2,9.6,0.0
612,2010-08-05,,11.8,
613,2010-08-06,0.7,12.6,0.2
614,2010-08-07,-0.6,13.1,0.2
615,2010-08-08,-1.3,12.6,0.0
616,2010-08-09,0.3,15.5,0.0
617,2010-08-10,4.4,16.0,7.2
618,2010-08-11,7.2,10.4,8.2
619,2010-08-12,4.5,14.9,10.8
620,2010-08-13,1.6,15.0,0.0
621,2010-08-14,3.2,13.0,0.0
622,2010-08-15,7.2,12.1,1.8
623,2010-08-16,6.4,11.8,10.2
624,2010-08-17,-1.0,12.1,3.8
